Fecha_publicacion,username,Texto_tuit,nombre_tw,location,description,followers_count,geo_location,PARTIDO_COALICION,ENTIDAD,NOMBRE_CANDIDATO,EDAD
Fri Jun 01 21:15:41 +0000 2018,davidlopezdlc,"Con este calor, ¿no se te antoja un helado?. En Metepec tenemos a “Don Félix”. Que tiene más de 20 sabores de helados. Se encuentra ubicado en la calle Ignacio Comonfort No. 5, de lunes a domingo de 11:00 a 19:00 horas. https://t.co/PeKJHXXVTV",David Lopez Cardenas,Metepec Edo. de México,"Esposo, padre de familia, politólogo, militante Priista de toda la vida y migrante por este mundo.",13234,True ,Partido Revolucionario Institucional,NACIONAL,DAVID LOPEZ CARDENAS,41
Thu May 03 15:33:07 +0000 2018,davidlopezdlc,Se llevó a cabo la instalación del Comité de los Objetivos de Desarrollo Sostenible: Agenda 2030. https://t.co/VCEi375eTA,David Lopez Cardenas,Metepec Edo. de México,"Esposo, padre de familia, politólogo, militante Priista de toda la vida y migrante por este mundo.",13234,True ,Partido Revolucionario Institucional,NACIONAL,DAVID LOPEZ CARDENAS,41
Wed Mar 03 17:58:42 +0000 2021,chuyvaldesp,"Celebremos la belleza y variedad de flora y fauna de nuestro planeta, hagamos conciencia de los beneficios que tiene su conservación para el bienestar humano y el desarrollo sostenible. #DíaMundialdelaVidaSilvestre 🦁🦋🐞🦜🦍🐿 https://t.co/DIPCjll5YG",Chuy Valdés,"Culiacán, Sinaloa",Presidente del CDE PRI Sinaloa,65128,True ,Partido Revolucionario Institucional,NACIONAL,JESUS ANTONIO VALDES PALAZUELOS,42
Wed Nov 25 21:10:45 +0000 2020,chuyvaldesp,"Nuestro partido, el PRI tiene claro que  el término Smart, invita a invertir en los temas tecnológicos, de la información, de una mejor y mayor movilidad y las ciudades tienen que dar el siguiente paso de operar con información. Muy interesante foro de desarrollo sustentable https://t.co/pw0TCcSKgw",Chuy Valdés,"Culiacán, Sinaloa",Presidente del CDE PRI Sinaloa,65128,True ,Partido Revolucionario Institucional,NACIONAL,JESUS ANTONIO VALDES PALAZUELOS,42
Wed Oct 28 03:05:14 +0000 2020,chuyvaldesp,"Los priistas nos hemos sumado al trabajo sustentable que realiza nuestro gob. @QuirinoOC y @Sedesusinaloa1 que encabeza @CGandarillaG. Hoy, nuestro foro de participación ciudadana abordó este tema de forma virtual; un espacio que promueve y propone crear conciencia climática ¡Ya! https://t.co/F26eLwkaTa",Chuy Valdés,"Culiacán, Sinaloa",Presidente del CDE PRI Sinaloa,65128,True ,Partido Revolucionario Institucional,NACIONAL,JESUS ANTONIO VALDES PALAZUELOS,42
Fri Oct 23 19:06:47 +0000 2020,chuyvaldesp,"Mejorar el conocimiento colectivo sobre el #DesarrolloUrbano sostenible, a través del debate abierto e inclusivo con los foros de participación ciudadana, ayuda al intercambio de mejores prácticas y propuestas para fortalecer la plataforma electoral 2021. #ComitésVecinales ✅ https://t.co/KtrDHWxtaM",Chuy Valdés,"Culiacán, Sinaloa",Presidente del CDE PRI Sinaloa,65128,True ,Partido Revolucionario Institucional,NACIONAL,JESUS ANTONIO VALDES PALAZUELOS,42
Mon Jul 13 22:50:37 +0000 2020,chuyvaldesp,"Los priistas nos sumamos al trabajo que realiza nuestro gobernador, @QuirinoOC y la Secretaría de Desarrollo Sustentable, para fomentar en los ciudadanos el cuidado del medio ambiente. Nuestro #PRISinaloa #MásCercanoYMásHumano 🌳🟢⚪🔴✔️ https://t.co/oye2jPCfab",Chuy Valdés,"Culiacán, Sinaloa",Presidente del CDE PRI Sinaloa,65128,True ,Partido Revolucionario Institucional,NACIONAL,JESUS ANTONIO VALDES PALAZUELOS,42
Fri May 22 14:43:09 +0000 2020,chuyvaldesp,"Es momento de valorar la gran #Biodiversidad de nuestro país y la necesidad de conservarla, por eso es importante trabajar juntos para construir un futuro en armonía con la naturaleza. #DíaDeLaBiodiversidad #BiodiversityDay 🌏🌻🦁 https://t.co/eve7FB0qCK",Chuy Valdés,"Culiacán, Sinaloa",Presidente del CDE PRI Sinaloa,65128,True ,Partido Revolucionario Institucional,NACIONAL,JESUS ANTONIO VALDES PALAZUELOS,42
Sat Sep 21 22:22:16 +0000 2019,chuyvaldesp,"Llevamos a cabo la jordana de gestión ambiental, en la comunidad Melchor Ocampo de Mocorito, con la finalidad de que los ciudadanos se unan a la conservación del medio ambiente, mediante la plantación de árboles, limpia de parques, vías públicas o  de playas. #DíaVerdeEnElPRI 🌳 https://t.co/zcBfnxRpHt",Chuy Valdés,"Culiacán, Sinaloa",Presidente del CDE PRI Sinaloa,65128,True ,Partido Revolucionario Institucional,NACIONAL,JESUS ANTONIO VALDES PALAZUELOS,42
Sat Sep 21 19:18:17 +0000 2019,chuyvaldesp,"Cada año se registra en nuestro país un promedio de 25 mil muertes por enfermedades relacionadas a la contaminación ambiental. Por ello, desde el @PRI_Nacional, trabajaremos para combatir las causas de la contaminación. #DíaVerdeEnElPRI 🌳 @alitomorenoc https://t.co/0yfHsQ1HU8",Chuy Valdés,"Culiacán, Sinaloa",Presidente del CDE PRI Sinaloa,65128,True ,Partido Revolucionario Institucional,NACIONAL,JESUS ANTONIO VALDES PALAZUELOS,42
Wed May 22 17:14:57 +0000 2019,chuyvaldesp,Es momento de valorar la gran #Biodiversidad de nuestro país y la necesidad de conservarla. #DíaDeLaBiodiversidad 🌏🌺🦔  #BiodiversityDay https://t.co/IWoJYHKYDm,Chuy Valdés,"Culiacán, Sinaloa",Presidente del CDE PRI Sinaloa,65128,True ,Partido Revolucionario Institucional,NACIONAL,JESUS ANTONIO VALDES PALAZUELOS,42
Thu Oct 08 19:51:25 +0000 2020,rogeliofrancoc,"La extinción de fideicomisos no solo desprotege a una amplia gama sectores del país.  También resta posibilidades de desarrollo mediante la ciencia, cultura, prevención de desastres, garantía de seguridad, acotando actividades productivas.  Es un golpe masivo desde el Gobierno.",Rogelio Franco,"Xalapa, Veracruz de Ignacio de la Llave","Ciudadano que cree en la democracia y la practica, en busca de justicia, igualdad y bienestar para la gente",3775,False ,Partido De La Revolución Democrática,NACIONAL,ROGELIO FRANCO CASTAN,45
Mon Apr 20 19:38:04 +0000 2020,rogeliofrancoc,"Llamado de alerta al Gobierno de México: es urgente implementar medidas alejadas del petróleo, para sacar adelante nuestra economía.  Dos Bocas, debe cancelarse y destinar esos recursos a proyectos económicamente viables https://t.co/MSSY4qNmqV",Rogelio Franco,"Xalapa, Veracruz de Ignacio de la Llave","Ciudadano que cree en la democracia y la practica, en busca de justicia, igualdad y bienestar para la gente",3775,False ,Partido De La Revolución Democrática,NACIONAL,ROGELIO FRANCO CASTAN,45
Thu Jan 18 21:42:45 +0000 2018,rogeliofrancoc,"Recibí a Wilbert Luis Luis, alcalde de Ixhuatlán del Sureste, en compañía de la Secretaria del Medio Ambiente, Mariana Aguilar López, para atender importantes temas concernientes al desarrollo sustentable.  #PorUnMejorVeracruz https://t.co/Q4sdg3Azdo",Rogelio Franco,"Xalapa, Veracruz de Ignacio de la Llave","Ciudadano que cree en la democracia y la practica, en busca de justicia, igualdad y bienestar para la gente",3775,False ,Partido De La Revolución Democrática,NACIONAL,ROGELIO FRANCO CASTAN,45
Mon Nov 05 06:01:30 +0000 2018,jrg_toledo,"A TI.  Amo la luz. Amo la luz que se filtra por el humo del cigarro que tienes entre tus dedos, amo la contaminación de la que te quejas y amo la contradicción de tus hábitos. Amo tu espalda desnuda, ese rostro que... https://t.co/P18ZDPyqKx",Jorge Toledo,"Cuernavaca, Mor.","Arquitecto / Estudios Regionales. Milito en #MORENA. Creo en la transformación política  de fondo,con participación ciudadana, libertad, respeto e inclusión.",492,True ,Morena,MORELOS,JORGE ALBERTO BARRERA TOLEDO,35
Tue Jul 31 19:05:28 +0000 2018,jrg_toledo,"""El ingrediente principal del desarrollo sustentable se llama: felicidad humana"".",Jorge Toledo,"Cuernavaca, Mor.","Arquitecto / Estudios Regionales. Milito en #MORENA. Creo en la transformación política  de fondo,con participación ciudadana, libertad, respeto e inclusión.",492,True ,Morena,MORELOS,JORGE ALBERTO BARRERA TOLEDO,35
Sat May 08 21:35:00 +0000 2021,pablogamboa_mx,"Tenemos que adaptar la Ley de la Industria Eléctrica a la realidad actual del país. Vamos a realizar las gestiones necesarias para lograr un servicio de calidad, sustentable y a menor costo. #CuentasConmigo #CuentasConPabloGamboa https://t.co/bpXY2E8IEQ",Pablo Gamboa Miner,"Mérida, Yucatán.",,13669,False ,Partido Revolucionario Institucional,YUCATÁN,PABLO GAMBOA MINER,35
Sat May 08 00:00:01 +0000 2021,pablogamboa_mx,"A través del programa “Centinela ambiental”, vamos a hacer que el cuidado de la naturaleza y el manejo adecuado de residuos sean parte de nuestro día a día. #CuentasConmigo #CuentasConPabloGamboa https://t.co/yLFjYi9qhJ",Pablo Gamboa Miner,"Mérida, Yucatán.",,13669,False ,Partido Revolucionario Institucional,YUCATÁN,PABLO GAMBOA MINER,35
Sat Apr 24 22:15:15 +0000 2021,pablogamboa_mx,"Las asociaciones de protección animal y ambiental se sienten ignoradas. Falta darle seguimiento a sus denuncias. Desde el distrito podemos empezar un cambio importante, con energías renovables más accesibles y un registro de agresores para frenar el maltrato animal. https://t.co/vVSMqbqzdt",Pablo Gamboa Miner,"Mérida, Yucatán.",,13669,False ,Partido Revolucionario Institucional,YUCATÁN,PABLO GAMBOA MINER,35
Tue Jun 05 16:05:50 +0000 2018,pablogamboa_mx,"Hoy se celebra el #DíaMundialDelMedioAmbiente, buscando hacer conciencia sobre el uso de plásticos desechables. Cambiando pequeños hábitos en nuestro día a día, podemos ayudar a reducir la contaminación. https://t.co/2K77FMFU9O",Pablo Gamboa Miner,"Mérida, Yucatán.",,13669,False ,Partido Revolucionario Institucional,YUCATÁN,PABLO GAMBOA MINER,35
Thu Dec 14 16:34:14 +0000 2017,pablogamboa_mx,"Somos un estado privilegiado por su biodiversidad. Cuidemos juntos nuestro entorno con reforestación y más áreas verdes, así tendremos un mejor Yucatán para nuestros hijos. #PabloDiputado https://t.co/WxX7cnBRAm",Pablo Gamboa Miner,"Mérida, Yucatán.",,13669,False ,Partido Revolucionario Institucional,YUCATÁN,PABLO GAMBOA MINER,35
Wed Oct 04 15:23:34 +0000 2017,pablogamboa_mx,Uno de los mayores tesoros de Yucatán es su biodiversidad. ¡Cuidemos nuestras riquezas naturales! #DiaMundialdelosAnimales #YucatánEsVerde https://t.co/sLfQI39lga,Pablo Gamboa Miner,"Mérida, Yucatán.",,13669,False ,Partido Revolucionario Institucional,YUCATÁN,PABLO GAMBOA MINER,35
Wed Mar 08 18:51:08 +0000 2017,pablogamboa_mx,La Nueva Ley General de Desarrollo Sustentable busca asegurar el uso correcto de los recursos forestales sin comprometer el ecosistema. https://t.co/gNgi89xA6a,Pablo Gamboa Miner,"Mérida, Yucatán.",,13669,False ,Partido Revolucionario Institucional,YUCATÁN,PABLO GAMBOA MINER,35
Wed Jun 02 00:11:58 +0000 2021,rosamarthamc,"Desde la Cámara de Diputados impulsaremos la recuperación de presas, ríos y áreas verdes de la Álvaro Obregón, la CDMX y de todo el país. ¡Únete al movimiento sustentable!  Este 6 de junio #VotaMovimientoCiudadano #VotaRosaMarthaLoría #DiputadaFederal  #EnLoríaSíConfía https://t.co/PZZmgJlfcg",Rosa Martha Loría,México DF,"Política, Activista, Analista Político, Articulista y Consultora en Desarrollo y Agenda 2030",301,True ,Movimiento Ciudadano,CIUDAD DE MÉXICO,ROSA MARTHA LORIA SAN MARTIN,56
Tue Jun 01 15:39:19 +0000 2021,rosamarthamc,Si duda se puede hacer un país más sustentable. Vamos hacer de México un país con mayor calidad de vida! https://t.co/cnGXRMvr84,Rosa Martha Loría,México DF,"Política, Activista, Analista Político, Articulista y Consultora en Desarrollo y Agenda 2030",301,True ,Movimiento Ciudadano,CIUDAD DE MÉXICO,ROSA MARTHA LORIA SAN MARTIN,56
Tue May 18 22:02:49 +0000 2021,rosamarthamc,"@alexperezcorzo Realmente me asusta pensar que personas como @j_cuadri no tenga propuestas par Agenda de País, más que la desesperación. México más que nunca necesita una agenda legítima, integral y sostenible al 2024, con ello si se logrará sacar a Morena del Congreso",Rosa Martha Loría,México DF,"Política, Activista, Analista Político, Articulista y Consultora en Desarrollo y Agenda 2030",301,True ,Movimiento Ciudadano,CIUDAD DE MÉXICO,ROSA MARTHA LORIA SAN MARTIN,56
Mon May 17 06:32:27 +0000 2021,rosamarthamc,"@alexperezcorzo Juntos #enmovimiento por presas y ríos libres de contaminación. México limpio, será un México sano, verde y con agua",Rosa Martha Loría,México DF,"Política, Activista, Analista Político, Articulista y Consultora en Desarrollo y Agenda 2030",301,True ,Movimiento Ciudadano,CIUDAD DE MÉXICO,ROSA MARTHA LORIA SAN MARTIN,56
Mon May 17 01:58:58 +0000 2021,rosamarthamc,"Soy una mujer profesional, jefa de familia y activista defensora de los derechos humanos.  Estoy firmemente comprometida con el bienestar económico, social y ambiental de las y los ciudadanos de la Álvaro Obregón y todo México.  ¡Empatía y cercanía! https://t.co/0FIc1yhrMR",Rosa Martha Loría,México DF,"Política, Activista, Analista Político, Articulista y Consultora en Desarrollo y Agenda 2030",301,True ,Movimiento Ciudadano,CIUDAD DE MÉXICO,ROSA MARTHA LORIA SAN MARTIN,56
Wed May 12 03:27:31 +0000 2021,rosamarthamc,☝🏻Aquí!! Candidatas @alepuente100 @SLVillavicencio seamos conscientes de la urgencia que hay en #AlvaroObregon para  atender contaminación ambiental y tratamiento de basura. Nuevamente invito a mis compañeros candidatos a más propuestas y menos basura https://t.co/hvKTImcOdE,Rosa Martha Loría,México DF,"Política, Activista, Analista Político, Articulista y Consultora en Desarrollo y Agenda 2030",301,True ,Movimiento Ciudadano,CIUDAD DE MÉXICO,ROSA MARTHA LORIA SAN MARTIN,56
Mon May 10 02:48:40 +0000 2021,rosamarthamc,"Hoy recorriendo Santa Fe y el ojo de agua de la Presa Becerra nuevamente contaminación.  Candidatos de #ÁlvaroObregón aquí terminará la basura de las campañas, los invito a que seamos responsables y empáticos con los obregonenses que si vivimos aquí https://t.co/rUnII3QHGq",Rosa Martha Loría,México DF,"Política, Activista, Analista Político, Articulista y Consultora en Desarrollo y Agenda 2030",301,True ,Movimiento Ciudadano,CIUDAD DE MÉXICO,ROSA MARTHA LORIA SAN MARTIN,56
Sun May 09 14:54:17 +0000 2021,rosamarthamc,"Mi propuesta a Diputada Federal Dtto XVI es sustentable y como vecina de #AlvaroObregon se lo que daña a nuestras colonias el exceso de contaminación auditiva, visual y por basura. Invito a candidatas/os usemos solo lo indispensable para dar a conocer propuestas y usar lonas ♻️",Rosa Martha Loría,México DF,"Política, Activista, Analista Político, Articulista y Consultora en Desarrollo y Agenda 2030",301,True ,Movimiento Ciudadano,CIUDAD DE MÉXICO,ROSA MARTHA LORIA SAN MARTIN,56
Tue Apr 06 21:12:51 +0000 2021,rosamarthamc,"Uno de los problemas más graves de #AlvaroObregon es la contaminación por concentración de basura que se deposita en las barrancas, no basta entrar con palas, levantar basura y tomarse una foto.Trabajemos todos en la conservación y recuperación de áreas verdes #sumatealmovimiento https://t.co/dGC9ncRtiz",Rosa Martha Loría,México DF,"Política, Activista, Analista Político, Articulista y Consultora en Desarrollo y Agenda 2030",301,True ,Movimiento Ciudadano,CIUDAD DE MÉXICO,ROSA MARTHA LORIA SAN MARTIN,56
Wed Apr 26 22:24:01 +0000 2017,rosamarthamc,Watch FORO DE LOS PAÍSES DE AMÉRICA LATINA Y DEL CARIBE SOBRE EL DESARROLLO SOSTENIBLE on @Livestream: https://t.co/5Vu90xfahz,Rosa Martha Loría,México DF,"Política, Activista, Analista Político, Articulista y Consultora en Desarrollo y Agenda 2030",301,True ,Movimiento Ciudadano,CIUDAD DE MÉXICO,ROSA MARTHA LORIA SAN MARTIN,56
Thu Aug 27 11:29:37 +0000 2015,rosamarthamc,"@QRRTV lamentablemente poro que su estancia es temporal y coyuntural, así no puede haber desarrollo sostenible. Saludos",Rosa Martha Loría,México DF,"Política, Activista, Analista Político, Articulista y Consultora en Desarrollo y Agenda 2030",301,True ,Movimiento Ciudadano,CIUDAD DE MÉXICO,ROSA MARTHA LORIA SAN MARTIN,56
Wed May 19 13:58:16 +0000 2021,joseluis_dip,El rescate de Xochimilco y Milpa Alta tienen que ir acompañado de políticas amigables con el medio ambiente. Apoyaremos a los negocios con un enfoque sustentable. Este 6 de Junio vota por la coalición #VaPorMexico https://t.co/opQHEiRofq,José Luis Barajas,,Vamos a impulsar un proyecto para mejorar la calidad de vida de Xochimilco y Milpa Alta #VaPorMexico,120,False ,Va Por Mexico,CIUDAD DE MÉXICO,JOSE LUIS BARAJAS MEDINA,52
Wed Apr 28 12:28:12 +0000 2021,alejandrorobmx,"Los conservadores quieren atacar a @lopezobrador_ con el cuento de que es un político obsesionado con la quema de hidrocarburos. Sin embargo, calculan mal. Hay agenda ambiental contra el calentamiento global y la Jefa de Gobierno @Claudiashein les dio una cátedra en la mañanera. https://t.co/GN6wAXVyhn",Alejandro Robles,"Ontario, CA",Migrante y militante.,4264,True ,Morena,NACIONAL,MANUEL ALEJANDRO ROBLES GOMEZ,38
Fri Apr 23 20:27:52 +0000 2021,alejandrorobmx,"@Claudiashein le devolvió la esperanza a la Ciudad de México y la conduce hacia la democracia.  Buenas e innovadoras prácticas atajan la contaminación, el estiaje y la desigualdad. #CambioClimático🌍🌎🌏 #CiudadMéxico🏅 #SummitOnClimate https://t.co/pCGw3MUN5w",Alejandro Robles,"Ontario, CA",Migrante y militante.,4264,True ,Morena,NACIONAL,MANUEL ALEJANDRO ROBLES GOMEZ,38
Thu Apr 22 16:13:47 +0000 2021,alejandrorobmx,"🔴 En Vivo En breve, participación de @Claudiashein como Jefa de Gobierno de la Ciudad de México en la Cumbre sobre la preservación ambiental organizada por @JoeBiden Click👇🏾  https://t.co/sCeSzJXmRu #DíadelaTierra 🌏🌍🌎",Alejandro Robles,"Ontario, CA",Migrante y militante.,4264,True ,Morena,NACIONAL,MANUEL ALEJANDRO ROBLES GOMEZ,38
Tue Jun 22 18:24:37 +0000 2010,leonelgodoy,Coloca Leonel Godoy Rangel la primera piedra del Barrio Sustentable en Angangueo,Leonel Godoy Rangel,"Lázaro Cárdenas, Michoacán de Ocampo","Doctor en Derecho por la UNAM, político de izquierda.",9646,True ,Morena,MICHOACÁN,LEONEL GODOY RANGEL,70
Mon Apr 19 16:53:31 +0000 2010,leonelgodoy,Firman Federación y Estado Convenio de Coordinación para el Desarrollo Rural Sustentable por 524 millones de pesos,Leonel Godoy Rangel,"Lázaro Cárdenas, Michoacán de Ocampo","Doctor en Derecho por la UNAM, político de izquierda.",9646,True ,Morena,MICHOACÁN,LEONEL GODOY RANGEL,70
Thu Mar 11 20:37:46 +0000 2010,leonelgodoy,Cumple Michoacán con el programa de Registro de Emisiones y Transferencias de Contaminantes (RETC),Leonel Godoy Rangel,"Lázaro Cárdenas, Michoacán de Ocampo","Doctor en Derecho por la UNAM, político de izquierda.",9646,True ,Morena,MICHOACÁN,LEONEL GODOY RANGEL,70
