usuario	tuit_es	tuit_en	sentiment	emoji
 CesarAgustinH	" Este 22 d abril se celebra el Día Internacional d la Madre Tierra, el cual tiene el objetivo d concientizar a la población d los problemas comunes q afectan en torno a la contaminación, la conservación d la biodiversidad y otras preocupaciones ambientales para proteger la Tierra https://t.co/qni4RiLlP2
"	"This April 22nd, the International Day of Mother Earth is celebrated, which has the objective of raising awareness among the population of the common problems that affect pollution, the conservation of biodiversity and other environmental concerns to protect the Earth https://t.co/qni4RiLlP2\n
"	1	😀
 CesarAgustinH	" Este martes 21 de abril del 2020 se celebra el Día Mundial de la Creatividad y la Innovación, designado por las Naciones Unidas desde el 2018, con el fin de promover el ""el pensamiento creativo multidisciplinar que nos pueda ayudar a conseguir el futuro sostenible que queremos."" https://t.co/mkWYXj7zaA
"	"This Tuesday, April 21, 2020, the World Day of Creativity and Innovation is celebrated, designated by the United Nations since 2018, in order to promote ""multidisciplinary creative thinking that can help us achieve the sustainable future we want . "" https://t.co/mkWYXj7zaA\n
"	1	😀
 CesarAgustinH	" El Día del Campo pone de manifiesto la importancia del medio rural para el bienestar social, ambiental y económico de toda nación. https://t.co/RBDy9Lvz7U
"	"The Day of the Field highlights the importance of the rural environment for the social, environmental and economic well-being of every nation. https://t.co/RBDy9Lvz7U\n
"	1	😀
 CesarAgustinH	" Aprobamos Ley d Amnistía, tiene por objeto aplicar en favor d grupos vulnerables o en situación d pobreza, q se encuentran sujetas a proceso penal o sentenciadas, la extinción d la responsabilidad penal, por la comisión d  delitos d bajo impacto social, señalados en dicha ley https://t.co/T1yvD6f8af
"	"We approved the Amnesty Law, its purpose is to apply in favor of vulnerable groups or in a situation of poverty, who are subject to criminal proceedings or sentenced, the extinction of criminal responsibility, for the commission of crimes and low social impact, indicated in said law https://t.co/T1yvD6f8af\n
"	-1	😠
 CesarAgustinH	" Cada día miles de personas se ofrecen como #voluntarios para contribuir a la paz y el desarrollo sostenible. Permite a las personas y comunidades participar en su propio crecimiento. Consolida la cohesión social y la confianza al promover acciones individuales y colectivas https://t.co/wtMurkMoF8
"	"Every day thousands of people volunteer to contribute to peace and sustainable development. It allows people and communities to participate in their own growth. Consolidate social cohesion and trust by promoting individual and collective actions https://t.co/wtMurkMoF8\n
"	1	😀
 CesarAgustinH	" Excelente oportunidad para contemplar la planificación desde una perspectiva global, se apela a la conciencia de los ciudadanos y las autoridades públicas y llama la atención hacia el impacto ambiental que produce el desarrollo de ciudades y territorios.#urbanismo https://t.co/khrLeNDB8u
"	"An excellent opportunity to contemplate planning from a global perspective, appealing to the conscience of citizens and public authorities and drawing attention to the environmental impact produced by the development of cities and territories. #Urbanismo https://t.co/khrLeNDB8u\n
"	1	😀
 CesarAgustinH	" El Día Mundial de las #Ciudades se estableció para promover el interés en la urbanización y fomentar la cooperación entre los países para aprovechar las oportunidades y afrontar los desafíos que plantea el urbanismo, contribuir al desarrollo urbano sostenible en todo el mundo https://t.co/AT69Hb4ScX
"	"World #Cities Day was established to promote interest in urbanization and foster cooperation among countries to seize opportunities and meet challenges posed by urbanism, contribute to sustainable urban development around the world https://t.co/AT69Hb4ScX\n
"	1	😀
 CesarAgustinH	" El Día Internacional para la Reducción del Riesgo de Desastres se estableció con el propósito de concienciar a los gobiernos y a las personas para que tomen medidas encaminadas a minimizar estos riesgos, como su prevención y mitigación, e incluyan actividades de preparación. https://t.co/LuC6KfOsDX
"	"The International Day for Disaster Risk Reduction was established with the purpose of raising awareness among governments and individuals to take measures aimed at minimizing these risks, such as their prevention and mitigation, and include preparedness activities. https://t.co/LuC6KfOsDX
"	-1	😠
 CesarAgustinH	" Hagamos conciencia para evitar una catástrofe ecológica marina, debido a la contaminación de las playas. Día mundial de las #playas https://t.co/6OMmPCytpn
"	"Let us raise awareness to avoid a marine ecological catastrophe, due to the pollution of the beaches. World #beaches Day https://t.co/6OMmPCytpn
"	-1	😠
 CesarAgustinH	" En reunión de Comisiones Unidas de Justicia, y de Gobernación y Población aprobamos  proyecto de decreto que expide Ley Nacional de Extinción de Dominio y otras disposiciones https://t.co/L1q3Q5dyin
"	"At a meeting of the United Commissions of Justice, and of the Interior and Population, we approved the draft decree that issues the National Law for the Extinction of Domain and other provisions https://t.co/L1q3Q5dyin
"	1	😀
 CesarAgustinH	" Reunión con funcionarios de la FGR; SAE; Consejería Jurídica de la Presidencia de la República; analizando con compañeros integrantes de la Comisión de Gobernación  y Población, minuta de la Ley Nacional de Extinción de Dominio y diversos ordenamientos https://t.co/8Bfkr7sWRE
"	"Meeting with officials of the FGR; SAE; Legal Counsel of the Presidency of the Republic; Analyzing with fellow members of the Government and Population Commission, the minutes of the National Law of Domain Extinction and various regulations https://t.co/8Bfkr7sWRE
"	1	😀
 dano_montoya	" @OtraEmpanada El calor o el frío
"	"@OtraEmpanada Heat or cold
"	0	😐
 dano_montoya	" Que calor 🥵
"	"What heat 🥵
"	0	😐
 dano_montoya	" Calor para, ya tengo inquilino no deseado en casa.... 😒😒😒 🐀 😏😈
"	"Heat stop, I already have unwanted tenant at home .... 😒😒😒 🐀 😏😈
"	0	😐
 dano_montoya	" @333Hernndez Jajaja yo lo amo, el calor me desgasta mucho
"	"@ 333Hernndez Hahaha I love him, the heat wears me out a lot
"	1	😀
 dano_montoya	" Quien abandona el calor pronto sentirá el frío, quien abandona lo bueno ya se abandonó a sí mismo. #2019
"	"Whoever abandons the heat will soon feel the cold, whoever abandons the good has already abandoned himself. # 2019
"	-1	😠
 dano_montoya	" Hoy alitas al carbon....
"	"Today charcoal wings ....
"	0	😐
 VillalpandoRH	" Gracias a la intervención de la Secretaria de Energia @rocionahle y a la determinación del Presidente @lopezobrador_ para defender el petróleo y velar por el bienestar del pueblo de México, podemos afirmar que tenemos un #MexicoSoberano. https://t.co/xlLoPYpkJ2
"	"Thanks to the intervention of the Secretary of Energy @rocionahle and the determination of the President @lopezobrador_ to defend oil and ensure the well-being of the people of Mexico, we can affirm that we have a #MexicoSoberano. https://t.co/xlLoPYpkJ2
"	1	😀
 VillalpandoRH	" Compartiendo ideas sobre la Ley de Extinción de Dominio con @hector8am https://t.co/M9SzTCSC9g
"	"Sharing ideas about the Domain Extinction Law with @ hector8am https://t.co/M9SzTCSC9g
"	1	😀
 VillalpandoRH	" Ya en trámite el estudio de impacto ambiental de la refinería de Dos Bocas, ante SEMARNAT. Por lo pronto se cuenta con una autorización previa. 👏🏻
"	"The environmental impact study of the Dos Bocas refinery is already in process before SEMARNAT. For now, a prior authorization is available. 👏🏻
"	0	😐
 VillalpandoRH	" Compartiendo ideas sobre el tema de extinción de dominio con mis compañeros diputados de Veracruz. #mexico #camaradediputados #legislacion #veracruz en Cámara de Diputados - H. Congreso de la Unión https://t.co/0uftY5DzWN
"	"Sharing ideas on the issue of domain extinction with my fellow deputies from Veracruz. #mexico #camaradediputados #legislacion #veracruz in the Chamber of Deputies - H. Congress of the Union https://t.co/0uftY5DzWN
"	1	😀
 VillalpandoRH	" ¡Buenos días! ¿Conocen la Ley de Extinción de Dominio? Aquí explican en qué consiste. https://t.co/T34DaJz5ih
"	"Good Morning! Do you know the Domain Extinction Law? Here they explain what it consists of. https://t.co/T34DaJz5ih
"	1	😀
 liliaaguilarmx	" Cuando entró el gobierno del PRI en 2012 el barril de petróleo costaba 95 USD, hoy cuesta 45 USD. Los spots dicen que ha subido. ¡Cínicos!
"	"When the PRI government entered in 2012, a barrel of oil cost 95 USD, today it costs 45 USD. The spots say that it has risen. Cynics!
"	-1	😠
 liliaaguilarmx	" Se nos cae el peso, el precio del petróleo y la bolsa! El crash financiero llego! Como protegerse? https://t.co/Uj5cs98Pe0
"	"We drop the peso, the price of oil and the stock market! The financial crash has arrived! How to protect yourself? https://t.co/Uj5cs98Pe0
"	-1	😠
 LiliaMerodio	" Un gusto recibir a @rubenmoreiravdz (Srio. de Organización del @PRI_Nacional ) hoy en Ciudad Juárez.  El activismo de nuestra gente se fortalece para el próximo 1 de julio lograr el triunfo. #SomosPRI #LoMejorEstáPorVenir #AvanzarContigo #Distrito3 #CdJuárez #YoSíCumplo https://t.co/efj7EyiWFN
"	"It is a pleasure to receive @rubenmoreiravdz (Srio. De Organización del @PRI_Nacional) today in Ciudad Juárez. The activism of our people is strengthened for next July 1 to achieve victory. #SomosPRI # LoMejorEstáPorVenir #AvanzarContigo # Distrito3 # CdJuárez # YoSíCumplo https://t.co/efj7EyiWFN
"	1	😀
 LiliaMerodio	" ¡Inmensamente agradecida con quienes me han apoyado en redes sociales!  Sé parte de este equipo de activismo digital; esta campaña se fortalece con la ayuda de todos. #AvanzarContigo #YoSíCumplo #Distrito3 #CdJuárez https://t.co/IdY7FXWgh3
"	"Immensely grateful to those who have supported me on social media! Be part of this digital activism team; this campaign is strengthened with the help of all. #AvanzarContigo # YoSíCumplo # Distrito3 # CdJuárez https://t.co/IdY7FXWgh3
"	1	😀
 JGerardoRuizD	" Esta temporada de frío abriga a las familias #Talenses que más lo necesitan donando suéteres o chamarras.   Con tu ayuda darás calor a un hogar.  ¡Arropando con amor! https://t.co/bKnWqGUqBO
"	"This cold season shelters #Talense families who need it most by donating sweaters or jackets. With your help you will give heat to a home. Clothing with love! https://t.co/bKnWqGUqBO
"	1	😀
 JGerardoRuizD	" Los avances científicos nos permiten encontrar soluciones a los desafíos sociales y medioambientales, promoviendo la cultura de paz y contribuyendo a la construcción del desarrollo sostenible.  Hoy es el Día Mundial de la Ciencia para la Paz y el Desarrollo.  #JuntosEsPosible https://t.co/HXzWGQhTCb
"	"Scientific advances allow us to find solutions to social and environmental challenges, promoting a culture of peace and contributing to the construction of sustainable development. Today is World Science Day for Peace and Development. #JuntosEsPosible https://t.co/HXzWGQhTCb
"	1	😀
 pimaxxi	" Quiero confesar que mis labios guardan el sabor de tu boca, y mi corazón guarda el calor del último abrazo, te quiero...
"	"I want to confess that my lips keep the taste of your mouth, and my heart keeps the warmth of the last hug, I love you ...
"	1	😀
 pimaxxi	" Estoy seguro de que existe el frio porque seguro estoy que existe el calor...
"	"I'm sure there is cold because I'm sure there is heat ...
"	1	😀
 pimaxxi	" Tayi buyi debka oma jukdi / Sientate y descanza junto al calor del fuego [o´oba oichkama / pima]
"	"Tayi buyi debka oma jukdi / Sit and rest by the heat of the fire [o´oba oichkama / pima]
"	-1	😠
 PESNacionalMX	" Todos los días de mi vida, desde la trinchera que me toque, desde ahí, sea como productor, actor, activista, esta va ser mi prioridad, ser provida, defender el derecho a nacer. @EVerastegui https://t.co/MymVLz9Y19
"	"Every day of my life, from the trench that touches me, from there, whether as a producer, actor, activist, this will be my priority, to be pro-life, to defend the right to be born. @EVerastegui https://t.co/MymVLz9Y19
"	0	😐
 PESNacionalMX	" Hoy es el Día Mundial sin Automóvil, camina, ejercítate, reduce tu huella de Carbono. #ElPESvive https://t.co/C6aevJOJbc
"	"Today is World Car Free Day, walk, exercise, reduce your Carbon footprint. #ElPESvive https://t.co/C6aevJOJbc
"	1	😀
 PESNacionalMX	" Cerrar el grifo durante el lavado de manos ahorra entre 2 y 4 litros de agua. En nuestras manos está un mundo más sostenible. @PESNacionalMX https://t.co/f7KnpBEcR3
"	"Turning off the tap during hand washing saves between 2 and 4 liters of water. A more sustainable world is in our hands. @PESNacionalMX https://t.co/f7KnpBEcR3
"	1	😀
 PESNacionalMX	" 05 de junio día Mundial del Medio Ambiente. Este es un día para sensibilizar e invitar a la acción por un medio ambiente sostenible. México es uno de los países con altos índices de contaminación, es nuestro deber actuar a tiempo para tener una mejor calidad de vida. https://t.co/SIPiaqtuVP
"	"June 5 World Environment Day. This is a day to raise awareness and invite action for a sustainable environment. Mexico is one of the countries with high levels of pollution, it is our duty to act in time to have a better quality of life. https://t.co/SIPiaqtuVP
"	1	😀
 PESNacionalMX	" #256de300PES  Distrito 5. Hermosillo, Sonora.  Asamblea validada por @INE_Sonora con 447 validos.   El gran equipo de Peses, cierra los 7 distritos. Entre inundaciones, calor, clausura de recintos salieron avante.  Felicidades amigos Baldenebro, Rogelio y Mary Carmen.  #FuerzaPES https://t.co/hcqIUv86Iy
"	"# 256de300PES District 5. Hermosillo, Sonora. Assembly validated by @INE_Sonora with 447 valid. The great team of Peses, closes the 7 districts. Between floods, heat, enclosure closures came out ahead. Congratulations friends Baldenebro, Rogelio and Mary Carmen. #FuerzaPES https://t.co/hcqIUv86Iy
"	1	😀
 Gerardo_PenaF	" Para combatir la sequía histórica que ha dejado la falta de lluvia en #Tamaulipas, planteé exhortar el Ejecutivo Federal para que ponga en marcha un Plan Integral de Reforestación a nivel nacional, propuesta que fue respaldada este día en Comisiones. https://t.co/DMIPwkKSH2
"	"To combat the historical drought that has left the lack of rain in #Tamaulipas, I proposed to urge the Federal Executive to implement a Comprehensive Reforestation Plan at the national level, a proposal that was endorsed this day in Commissions. https://t.co/DMIPwkKSH2
"	-1	😠
 Gerardo_PenaF	" Seguimos recorriendo #Reynosa. ¡Disfrutando de agua fresca para este calor!  #SigamosCreciendoConMasFuerza #GP https://t.co/TXF9ehDmr0
"	"We continue touring #Reynosa. Enjoying cool water for this heat! #SigamosCrezandoConMasFuerza #GP https://t.co/TXF9ehDmr0
"	1	😀
 Gerardo_PenaF	" Esta ley encarece la #Electricidad, enferma a los mexicanos con contaminación, cancela la transición energética, bloquea las #EnergíasLimpias, empobrece y deja de ser competitivo nuestro país para inversiones que generan empleos y bienestar para miles de tamaulipecos  #GP
"	"This law makes #Electricity more expensive, makes Mexicans sick with pollution, cancels the energy transition, blocks # CleanEnergies, impoverishes and stops being competitive our country for investments that generate jobs and well-being for thousands of Tamaulipas #GP
"	-1	😠
 Gerardo_PenaF	" /2 ...ahí el cacharro y la basura generada por la inundación.   Por nuestra #Salud, limpieza y #Seguridad, trabajemos juntos en el cuidado de nuestras colonias y de nuestras familias. ¡#PrimeroTamaulipas! ¡No hay tiempo que perder! #GP  #CongresoTam #64Legislatura #QuédateEnCasa https://t.co/kPHL6CWcgq
"	"/ 2 ... there the pot and the garbage generated by the flood. For our #Health, cleanliness and #Security, let us work together to take care of our neighborhoods and our families. #FirstTamaulipas! There is no time to lose! #GP #CongresoTam # 64Legislatura # QuédateEnCasa https://t.co/kPHL6CWcgq
"	1	😀
 Gerardo_PenaF	" Todo mi reconocimiento y gratitud a la #SociedadCivil que durante estos difíciles días de inundación, se sumaron de manera decidida con alto sentido de #Solidaridad y #ResponsabilidadSocial, maquinaria, alimento, agua potable y demás, que han sido de gran utilidad para... /1
"	"All my recognition and gratitude to the #CivilSociety that during these difficult days of flooding, joined in a decisive way with a high sense of #Solidarity and #SocialResponsibility, machinery, food, drinking water and others, which have been of great use to ... . /1
"	1	😀
 Gerardo_PenaF	" Por una #JusticiaPresupuestal, #Ambiental y #Energética para #Tamaulipas y los tamaulipecos.  ¡Primero Tamaulipas!   #GP #CongresoTam #64Legislatura #QuédateEnCasa https://t.co/ZV98bPbMCi
"	"For a #BudgetJustice, #Environmental and #Energy for #Tamaulipas and Tamaulipas. Tamaulipas first! #GP #CongresoTam # 64Legislatura # QuédateEnCasa https://t.co/ZV98bPbMCi
"	1	😀
 Gerardo_PenaF	" ¡Tamaulipas! ¡Tenemos #LeyVerde!   Hace unos momentos aprobamos la ley que fomenta y motiva la transición a las energías no contaminantes y más económicas; en el #GrupoParlamentario de @AccionNacional cuidamos y protegemos el #MedioAmbiente, con ello la #Salud y #Bienestar... /1 https://t.co/trYy61coU5
"	"Tamaulipas! We have #LeyVerde! A few moments ago we approved the law that encourages and motivates the transition to non-polluting and cheaper energy; In the #Parliamentary Group of @AccionNacional we take care of and protect the #Environment, with it #Health and #Wellness ... / 1 ​​https://t.co/trYy61coU5
"	1	😀
 Gerardo_PenaF	" Justicia presupuestal y ambiental para #Tamaulipas y los tamaulipecos. ¡Primero Tamaulipas! #GP  #CongresoTam #64Legislatura #QuédateEnCasa https://t.co/kl8fcSFrCv
"	"Budgetary and environmental justice for #Tamaulipas and the Tamaulipecos. Tamaulipas first! #GP #CongresoTam # 64Legislatura # QuédateEnCasa https://t.co/kl8fcSFrCv
"	1	😀
 Gerardo_PenaF	" /2 ...a la CONTAMINACIÓN de nuestros Estados.  Hoy más que nunca, debemos de generar desarrollo e impulsar el conocimiento en #Tamaulipas. ¡No hay tiempo qué perder! #GP   #MeInformoYMeCuido #CongresoTam #64Legislatura #QuédateEnCasa
"	"/ 2 ... to the POLLUTION of our States. Today more than ever, we must generate development and promote knowledge in #Tamaulipas. There is no time to lose! #GP #MeInformoYMeCuido #CongresoTam # 64Legislatura # StayAtHome
"	-1	😠
 Gerardo_PenaF	" /2 ...junto a compañeros diputados/as de la #64Legislatura, acompañé al #EjecutivoEstatal, @fgcabezadevaca, y a la Sra. @Marianagdeg, Presidenta del @dif_tam, en la #Premiere de la película mexicana @Inesperado_mx, del director y activista mexicano, @EVerastegui. https://t.co/47GevZV0VS
"	"/ 2 ... together with fellow deputies of the # 64 Legislature, I accompanied the #EjecutivoEstatal, @fgcabezadevaca, and Ms. @Marianagdeg, President of @dif_tam, in the #Premiere of the Mexican film @Inesperado_mx, of the director and Mexican activist, @EVerastegui. https://t.co/47GevZV0VS
"	0	😐
 joannaftorres	" Vivimos una época crítica en materia ambiental y es urgente tomar las medidas que sean necesarias para recuperar el equilibrio con el entorno. En #Izcalli #MerecemosMás #VotaJoanna https://t.co/MEIiM497Fk
"	"We are living in a critical time in environmental matters and it is urgent to take the necessary measures to regain balance with the environment. In #Izcalli # Deserve More #VotaJoanna https://t.co/MEIiM497Fk
"	-1	😠
 joannaftorres	" Amigo, periodista, activista, Director General del “Periódico de Izcalli”, ciudadano izcallense ejemplar. Gracias por todos tus consejos. Gracias por todo tu cariño. Siempre te recordaremos.  Que Dios brinde fortaleza a su familia y amigos. https://t.co/YR9zao3w5b
"	"Friend, journalist, activist, General Director of the ""Periódico de Izcalli"", exemplary Izcallense citizen. Thanks for all your advices. Thanks for all your love. Will always remember you. May God give strength to his family and friends. https://t.co/YR9zao3w5b
"	1	😀
 joannaftorres	" Gracias @radio13 y @azaelmaximafm por la entrevista sobre violencia política contra las mujeres y la labor realizada por @CndMujeres; es un honor ser vocera y activista en el tema. Hoy como funcionaria pública tengo mayor responsabilidad en visibilizar este tipo de violencia. https://t.co/x7eMWsmhRd
"	"Thank you @ radio13 and @azaelmaximafm for the interview on political violence against women and the work done by @CndMujeres; It is an honor to be a spokesperson and activist on the issue. Today as a public official I have a greater responsibility to make this type of violence visible. https://t.co/x7eMWsmhRd
"	-1	😠
 IztapalapaVa	" Desde Xochimilco, detengamos el deterioro ambiental y de nuestra región: @Marco Rascón. https://t.co/Mkmm2GJwop
"	"From Xochimilco, let's stop the deterioration of the environment and our region: @Marco Rascón. https://t.co/Mkmm2GJwop
"	-1	😠
 IztapalapaVa	" A 80 años de la Expropiación Petrolera 100% #Humanista compartiremos la responsabilidad de gobernar   #SomosComoTú que quieres que los beneficios de un petróleo que es de todos, lleguen a todos. https://t.co/stlk8Fuena
"	"80 years after the 100% #Humanist Oil Expropriation, we will share the responsibility of governing # SomosComoTú that you want the benefits of an oil that belongs to everyone to reach everyone. https://t.co/stlk8Fuena
"	1	😀
 IztapalapaVa	" Con el ímpetu y la entrega de una defensa. El petróleo es de los mexicanos.  Una tarde en la que se defendió no sólo el energético, también el derecho a la justicia y a erradicar la impunidad.  #SomosComoTú que creemos en los derechos. https://t.co/qAzxjaDj25
"	"With the momentum and delivery of a defense. The oil belongs to the Mexicans. An afternoon in which not only energy was defended, but also the right to justice and to eradicate impunity. # SomosComoTú that we believe in rights. https://t.co/qAzxjaDj25
"	1	😀
 IztapalapaVa	" La defensa del petróleo ni contra el alza a los combustibles es de colores. #SomosComoTú, que apoyas causas hombro con hombro. Acompañemos al ingeniero @c_cardenas_s al Monumento a la Revolución. La cita al medio día de hoy. https://t.co/5AgtNWWokK
"	"The defense of oil or against the rise in fuels is colored. # SomosComoTú, who supports causes shoulder to shoulder. Let us accompany engineer @c_cardenas_s to the Monument to the Revolution. The appointment at noon today. https://t.co/5AgtNWWokK
"	1	😀
 IztapalapaVa	" Partido Humanista anuncia candidatura del activista Marco Rascón para Jefe de Gobierno de la CdMx https://t.co/SuBID1BVQL https://t.co/rVNMLhByms
"	"Humanist Party announces the candidacy of activist Marco Rascón for Head of Government of the CdMx https://t.co/SuBID1BVQL https://t.co/rVNMLhByms
"	1	😀
 IztapalapaVa	" Es un rostro conocido por su trabajo y activismo social. Es un rostro humano, más allá que el de un político. Él es @MarcoRascon. #SomosComoTú https://t.co/D6KdXDEsqJ
"	"He is a face known for his work and social activism. He is a human face, beyond that of a politician. He is @MarcoRascon. # SomosComoTú https://t.co/D6KdXDEsqJ
"	0	😐
 IztapalapaVa	" El desasolve de coladeras en #CDMX es necesario. También, dejar de tirar basura en las calles. Miren esto, después de la inundación de ayer: https://t.co/GfADFnzatS
"	"Drain removal in #CDMX is necessary. Also, stop littering the streets. Check this out, after yesterday's flood: https://t.co/GfADFnzatS
"	-1	😠
 IztapalapaVa	" La contaminación aqueja a la #CDMX y el área metropolitana.  Muchos culpan al gobierno, a las fábricas, pero ¿sólo ellos son culpables? ¡RT! https://t.co/xDJqlwwNH6
"	"Pollution afflicts the #CDMX and the metropolitan area. Many blame the government, the factories, but are they alone to blame? RT! https://t.co/xDJqlwwNH6
"	-1	😠
 IztapalapaVa	" Se ha activado la Fase 1 de #ContingenciaAmbiental. ¿Qué podemos hacer en esta ciudad para reducir los niveles de contaminación?
"	"Phase 1 of #EnvironmentalContingency has been activated. What can we do in this city to reduce pollution levels?
"	0	😐
 IztapalapaVa	" A punto de iniciar ""Foro Ambientalista y de Derechos Humanos: Zoologicos o Santuarios"". Checa las cápsulas de vídeo: https://t.co/0nQMtGaJyL
"	"About to start ""Environmental and Human Rights Forum: Zoos or Sanctuaries"". Check out the video capsules: https://t.co/0nQMtGaJyL
"	0	😐
 IztapalapaVa	" Por ciudad sustentable y organizada, diputados @AsambleaDF proponen desarrollos urbanísticos con azoteas verdes.
"	"For a sustainable and organized city, deputies @AsambleDF propose urban developments with green roofs.
"	0	😐
 IztapalapaVa	" #ConsejoHumanista ¿Vives en el área donde cayeron las cenizas del #Popo? Recuerda tapar los depósitos de agua y así evitar su contaminación.
"	"#HumanistCouncil Do you live in the area where the #Popo's ashes fell? Remember to cover the water tanks and thus avoid contamination.
"	-1	😠
 IztapalapaVa	" El paicret ecológico es un sistema de recuperación y filtración para las aguas pluviales. #ChecaESTO #sustentable https://t.co/svmOmpKFI0
"	"The ecological paicret is a recovery and filtration system for rainwater. #ChecaESTO #sustentable https://t.co/svmOmpKFI0
"	0	😐
 IztapalapaVa	" En @AsambleaDF, Coalición Parlamentaria presentó punto de acuerdo que pide información sobre acciones en caso de inundación en #Iztapalapa.
"	"In @AsambleDF, the Parliamentary Coalition presented a point of agreement that requests information on actions in the event of a flood in #Iztapalapa.
"	1	😀
 OrlandoM_Energy	" @ActualidadRT México para cuando se le acabe el petróleo!
"	"@ActualidadRT México for when the oil runs out!
"	0	😐
 DiegodelBosqueV	" 10) Adjudicación de contratos a Exxon y Chevron en 2016 para exploración y producción de energéticos en México, de las empresas responsables de más del 10% de las emisiones de carbono en el mundo. (17🧶)
"	"10) Award of contracts to Exxon and Chevron in 2016 for exploration and production of energy in Mexico, of the companies responsible for more than 10% of carbon emissions in the world. (17🧶)
"	1	😀
 DiegodelBosqueV	" 2) La imparable contaminación industrial de los principales ríos del centro y norte del país que han dado lugar a infiernos ambientales por el alto número de enfermos de cáncer   3) La total inacción ante el uso de más de 80 plaguicidas tóxicos encabezados por el glifosato (14🧶)
"	"2) The unstoppable industrial pollution of the main rivers in the center and north of the country that have given rise to environmental hells due to the high number of cancer patients 3) The total inaction in the face of the use of more than 80 toxic pesticides led by glyphosate ( 14🧶)
"	-1	😠
 DiegodelBosqueV	" Resulta muy hipócrita que hoy la derecha se quiera poner la camisa de ambientalistas cuando en sus gobiernos generaron un desastre ambiental en el país:  1)La entrega de casi la mitad del país a mineras (13🧶)
"	"It is very hypocritical that today the right wants to put on the shirt of environmentalists when their governments generated an environmental disaster in the country: 1) The delivery of almost half of the country to mining companies (13🧶)
"	-1	😠
 DiegodelBosqueV	" Por otro lado, el 10% de los más ricos del mundo generan el 52% de la contaminación mundial, el 40%, la clase media, provoca el 42% de la contaminación y el 50% de la población, los más pobres, apenas generan el 7% de la contaminación mundial (12🧶)
"	"On the other hand, 10% of the richest in the world generate 52% of global pollution, 40%, the middle class, causes 42% of pollution and 50% of the population, the poorest, barely generate 7% of global pollution (12🧶)
"	1	😀
 DiegodelBosqueV	" Entre EUA, China, Europa, India y Rusia provocan más del 60% de la contaminación mundial. México sólo genera el 1.8 de la contaminación mundial. Sí, debemos bajarle, pero ¿Por qué solo nosotros debemos cumplir y las grandes potencias no? (11🧶)
"	"Between the USA, China, Europe, India and Russia they cause more than 60% of the world's pollution. Mexico only generates 1.8 of the world's pollution. Yes, we must lower it, but why should only we comply and the great powers not? (11🧶)
"	1	😀
 DiegodelBosqueV	" Claro que debemos dimensionar la problemática ambiental, que en México se ha agudizado por el contubernio entre las políticas neoliberales y el poder económico, que pasaron por encima de los pueblos y la naturaleza (9🧶)
"	"Of course, we must dimension the environmental problem, which in Mexico has been exacerbated by the collusion between neoliberal policies and economic power, which passed over the peoples and nature (9🧶)
"	-1	😠
 DiegodelBosqueV	" Nuestro compromiso es con las energías limpias, la energía más favorecida será la hidráulica.  Pero no hay nada más nefasto que usar la careta ambiental para hacer jugoso negocios, Iberdrola tiene 5 veces más utilidades en México que en España, negociazo con nuestros recursos.
"	"Our commitment is to clean energy, the most favored energy will be hydroelectric. But there is nothing more disastrous than using the environmental mask to do juicy business, Iberdrola has 5 times more profits in Mexico than in Spain, I negotiate with our resources.
"	1	😀
 DiegodelBosqueV	" @onegrete Veamos el consumo de energía por habitante : Consumo per capita en México: 1,537.26 kg de equivalente de petróleo per cápita (2015)  En EEUU 6,803.92 kg de equivalente de petróleo per cápita (2015).  Contaminan mucho más, en términos generales y por persona. Punto.
"	"@onegrete Let's see the energy consumption per inhabitant: Per capita consumption in Mexico: 1,537.26 kg of oil equivalent per capita (2015) In the US 6,803.92 kg of oil equivalent per capita (2015). They pollute much more, in general terms and per person. Point.
"	-1	😠
 DiegodelBosqueV	" • ¿Por qué hay reducciones a TODOS los estados? Se cayó la recaudación por la crisis económica, se cayeron los precios del petróleo, se paralizo la economía en todo el mundo, era de esperarse algunas reducciones en distintas áreas del gobierno federal, estatal y municipal 👇
"	"• Why are there cuts to ALL states? Collection fell due to the economic crisis, oil prices fell, the economy was paralyzed throughout the world, some reductions were to be expected in different areas of the federal, state and municipal government gobierno
"	-1	😠
 DiegodelBosqueV	" Aquí está mi participación en la comparecencia de @Mary_Luisa_AG de SEMARNAT.  Claro, aceptamos críticas sobre la política ambiental de la 4T, pero es odioso que los señalamientos vengan de los conservadores, convirtieron al país en un infierno ambiental. Les pedimos congruencia. https://t.co/Cqs0c7O7Ic
"	"Here is my participation in the appearance of @Mary_Luisa_AG from SEMARNAT. Sure, we accept criticism about the environmental policy of Q4, but it is hateful that the accusations come from the conservatives, they turned the country into an environmental hell. We ask for consistency. https://t.co/Cqs0c7O7Ic
"	-1	😠
 DiegodelBosqueV	" Hoy vamos hablar de la crisis ambiental en México 👇 https://t.co/A23FiO9sda
"	"Today we are going to talk about the environmental crisis in Mexico 👇 https://t.co/A23FiO9sda
"	-1	😠
 DiegodelBosqueV	" Apoyar a 400 mil sembradores para que siga siendo viable trabajar el campo y proteger el medio ambiente no es ambientalista es asitencialista según la derecha 🤷‍♂️
"	"Supporting 400 thousand farmers so that working the fields and protecting the environment is still viable is not environmentalist, it is non-environmentalist according to the right 🤷‍♂️
"	1	😀
